Automobilikone	Ikone	Verkörperung	Y
Autopapst	Papst	Autorität	Y
Autorengott	Gott	Experte	Y
Babyschwein	Schwein	Tier	N
Bachpapst	Papst	Autorität	Y
Bäderkönig	König	Wichtigkeit	Y
Bahnsportikone	Ikone	Verkörperung	Y
Ballenbolzen	Bolzen	Stift	N
Balsamiergott	Gott	Experte	Y
Bambuspapst	Papst	Autorität	Y
Bänksterdreck	Dreck	niedrigeQualität	Y
Barberinipapst	Papst	Kirche	N
Barfußguru	Guru	Experte	Y
Barnevelderpapst	Papst	Autorität	Y
Barrashengst	Hengst	Mann	Y
Basiliskenkönig	König	Monarch	N
Basketballikone	Ikone	Verkörperung	Y
Baumgott	Gott	Religion	N
Baumpapst	Papst	Autorität	Y
Baustellendreck	Dreck	Schmutz	N
Bayernapostel	Apostel	Religion	N
Bayernkönig	König	Monarch	N
Beas-Satguru	Guru	UNV	N
Befestigungsbolzen	Bolzen	Stift	N
Beflissenheitsapostel	Apostel	Befürworter	Y
Befruchtungsguru	Guru	Experte	Y
Befruchtungspapst	Papst	Autorität	Y
Begründerhengst	Hengst	Tier	N
Behindertenschweine	Schwein	Schimpfwort	Y
Behördenhengst	Hengst	Mann	Y
Beihilfepapst	Papst	Autorität	Y
Benimmpapst	Papst	Autorität	Y
Benzinschwein	Schwein	Schimpfwort	Y
Beraterpapst	Papst	Autorität	Y
Berberhengst	Hengst	Tier	N
Bergikone	Ikone	Verkörperung	Y
Bergkönig	König	Wichtigkeit	Y
Bergschweinen	Schwein	Tier	N
Berufshengst	Hengst	Mann	Y
Beschwichtigungsapostel	Apostel	Befürworter	Y
Betriebswirtschaftsguru	Guru	Experte	Y
Betroffenheitsapostel	Apostel	Befürworter	Y
Bettlerkönig	König	Wichtigkeit	Y
Bewegungsguru	Guru	Experte	Y
Bewegungsikone	Ikone	Verkörperung	Y
Beziehungsguru	Guru	Experte	Y
Bezirksapostel	Apostel	Religion	N
Bhaisajyaguru	Guru	Religion	N
Bhaishavaguru	Guru	Religion	N
Biergartenguru	Guru	Experte	Y
Bierguru	Guru	Experte	Y
Bierkönig	König	Wichtigkeit	Y
Bierpapst	Papst	Autorität	Y
Bilanzenpapst	Papst	Autorität	Y
Bildikone	Ikone	Religion	N
Bildschirmpapst	Papst	Autorität	Y
Bildungsapostel	Apostel	Befürworter	Y
Bildungsikone	Ikone	Verkörperung	Y
Bildungspapst	Papst	Autorität	Y
Blasmusikpapst	Papst	Autorität	Y
Bleibolzen	Bolzen	Stift	N
Blitzbolzen	Bolzen	Stift	N
Blödsinnsapostel	Apostel	Befürworter	Y
Bluesrockikone	Ikone	Verkörperung	Y
Blutmischungsapostel	Apostel	Befürworter	Y
Bocksgott	Gott	Religion	N
Boersenguru	Guru	Experte	Y
Bogenpapst	Papst	Autorität	Y
Böhmenkönig	König	Monarch	N
Bohnenkönig	König	Monarch	N
Borghesepapst	Papst	Kirche	N
Borgiapapst	Papst	Kirche	N
Borlandschwein	Schwein	Tier	N
Börsenguru	Guru	Experte	Y
Börsenschweine	Schwein	Schimpfwort	Y
Borstenschwein	Schwein	Tier	N
Botengott	Gott	Religion	N
Boulevarddreck	Dreck	niedrigeQualität	Y
Bourbonenkönig	König	Monarch	N
Braunkohlendreck	Dreck	Schmutz	N
Brechbolzen	Bolzen	Stift	N
Bremsbolzen	Bolzen	Stift	N
Brillenapostel	Apostel	Befürworter	Y
Britenkönig	König	Monarch	N
Bronzebolzen	Bolzen	Stift	N
Bronzeschwein	Schwein	Tier	N
Browserdreck	Dreck	niedrigeQualität	Y
Brückenpapst	Papst	Autorität	Y
Brucknerguru	Guru	Experte	Y
Bücherpapst	Papst	Autorität	Y
Buchguru	Guru	Experte	Y
Buchschwein	Schwein	Tier	N
Buddlerguru	Guru	Experte	Y
Buddyikone	Ikone	Verkörperung	Y
Bügelbolzen	Bolzen	Stift	N
Bühnendreck	Dreck	Schmutz	N
Bühnengott	Gott	Experte	Y
Bühnenguru	Guru	Experte	Y
Bühnenhengst	Hengst	Mann	Y
Bundesgott	Gott	Religion	N
Bundessiegerhengst	Hengst	Tier	N
Bürgerkönig	König	Monarch	N
Bürgerrechtsikone	Ikone	Verkörperung	Y
Bürgerschwein	Schwein	Schimpfwort	Y
Burgunderkönig	König	Monarch	N
Bürohengst	Hengst	Mann	Y
Bürokratenhengst	Hengst	Mann	Y
Bürokratenschwein	Schwein	Schimpfwort	Y
Buschschweines	Schwein	Tier	N
Busenikone	Ikone	Verkörperung	Y
Businessguru	Guru	Experte	Y
Butterschwein	Schwein	Tier	N
Camarguehengst	Hengst	Tier	N
Cashguru	Guru	Experte	Y
Cembalopapst	Papst	Autorität	Y
Championhengst	Hengst	Tier	N
Chancengerechtigkeitsapostel	Apostel	Befürworter	Y
Charakterbolzen	Bolzen	hohesMaß	N
Charakterschweinen	Schwein	Schimpfwort	Y
Charmebolzen	Bolzen	hohesMaß	N
Chauvinistenhengst	Hengst	Mann	Y
Chauvischweine	Schwein	Schimpfwort	Y
Chefapostel	Apostel	Religion	N
Chefguru	Guru	Religion	N
Chefschwein	Schwein	Schimpfwort	Y
Chemiedreck	Dreck	Schmutz	N
Chemieschweine	Schwein	Schimpfwort	Y
Chietlerjungenschwein	Schwein	Tier	N
christengott	Gott	Religion	N
Christenpapst	Papst	Kirche	N
Christenschwein	Schwein	Schimpfwort	Y
Christgott	Gott	Religion	N
Christusikone	Ikone	Religion	N
Cocktailpapst	Papst	Autorität	Y
Comicguru	Guru	Experte	Y
Comicikone	Ikone	Verkörperung	Y
Comicpapst	Papst	Autorität	Y
Computerdreck	Dreck	niedrigeQualität	Y
Computerguru	Guru	Experte	Y
Computerpapst	Papst	Autorität	Y
Contentpapst	Papst	Autorität	Y
Corradohengst	Hengst	Tier	N
Cyberikone	Ikone	Verkörperung	Y
Dämonendreck	Dreck	niedrigeQualität	Y
Dämonengott	Gott	Religion	N
Dämonenkönig	König	Monarch	N
Dänenkönig	König	Monarch	N
Darmdreck	Dreck	Kot	N
Datenguru	Guru	Experte	Y
Datenmüllpapst	Papst	Autorität	Y
Deckhengst	Hengst	Tier	N
Dekadenzbolzen	Bolzen	hohesMaß	N
Deklamationsapostel	Apostel	Befürworter	Y
Demenzbolzen	Bolzen	hohesMaß	N
Deregulierungsapostel	Apostel	Befürworter	Y
DerMoralapostel	Apostel	Befürworter	Y
Designguru	Guru	Experte	Y
Designikone	Ikone	Verkörperung	Y
Deutschenapostel	Apostel	Religion	N
Dezemberdreck	Dreck	Schmutz	N
Diätapostel	Apostel	Befürworter	Y
Diätguru	Guru	Experte	Y
Dichtergott	Gott	Experte	Y
Dichterikone	Ikone	Verkörperung	Y
Dichterkönig	König	Wichtigkeit	Y
Dichterpapst	Papst	Autorität	Y
Dichtungspapst	Papst	Autorität	Y
Dieseldreck	Dreck	Schmutz	N
Dieselpapst	Papst	Autorität	Y
Dieselschweine	Schwein	Schimpfwort	Y
Dimetikone	Ikone	UNV	N
Diplomatenpapsts	Papst	Kirche	N
Discounter-dreck	Dreck	niedrigeQualität	Y
Diskohengst	Hengst	Mann	Y
Dohlendreck	Dreck	Kot	N
Donaupapst	Papst	Autorität	Y
Donnerbolzen	Bolzen	Projektil	N
Donnergott	Gott	Religion	N
Doofbolzen	Bolzen	hohesMaß	N
Doppelmoralapostel	Apostel	Befürworter	Y
Doppeltschwein	Schwein	Glück	N
Dorfapostel	Apostel	Religion	N
Dorfdreck	Dreck	Schmutz	N
Dorfgott	Gott	Religion	N
Dornenkönig	König	Monarch	N
Dorschkönig	König	Wichtigkeit	Y
Drachendreck	Dreck	Kot	N
Drachengott	Gott	Religion	N
Drachenkönig	König	Monarch	N
Drecksschwein	Schwein	Schimpfwort	Y
Drehbolzen	Bolzen	Stift	N
Drehbuchguru	Guru	Experte	Y
Drehbuchpapst	Papst	Autorität	Y
Drehzahlhengst	Hengst	Mann	Y
Dreifaltigkeitsikone	Ikone	Religion	N
Dreikönig	König	Monarch	N
Drei-Linien-Kreuzungsschwein	Schwein	Tier	N
Dressurhengst	Hengst	Tier	N
Dribbelgott	Gott	Experte	Y
Dribbelkönig	König	Wichtigkeit	Y
Driftikone	Ikone	Verkörperung	Y
Drogenapostel	Apostel	Befürworter	Y
Drogendreck	Dreck	niedrigeQualität	Y
Drogenguru	Guru	Experte	Y
Drogenkönig	König	Wichtigkeit	Y
Drogenschwein	Schwein	Tier	N
Drohgott	Gott	Religion	N
Dromedarhengst	Hengst	Tier	N
Druckbolzen	Bolzen	Stift	N
Druckschwein	Schwein	Schimpfwort	Y
Dschungelkönig	König	Wichtigkeit	Y
Dübelgott	Gott	Religion	N
Dulderpapst	Papst	Kirche	N
Dummbolzen	Bolzen	hohesMaß	N
Dummheitsapostel	Apostel	Befürworter	Y
Dunkelkammerpapst	Papst	Autorität	Y
Durchhaltedreck	Dreck	niedrigeQualität	Y
Durchhalteikone	Ikone	Verkörperung	Y
Durschnittsdreck	Dreck	niedrigeQualität	Y
Ebergott	Gott	Religion	N
Edelstahlbolzen	Bolzen	Stift	N
Effizienzapostel	Apostel	Befürworter	Y
Ehrenkönig	König	Monarch	N
Eichelschwein	Schwein	Tier	N
Eifersuchtsbolzen	Bolzen	hohesMaß	N
Einbrecherkönig	König	Wichtigkeit	Y
Einheitsapostel	Apostel	Befürworter	Y
Einheitsdreck	Dreck	niedrigeQualität	Y
Einheitsgott	Gott	Religion	N
Einhornhengst	Hengst	Tier	N
Einrastbolzen	Bolzen	Stift	N
Einsamkeitsapostel	Apostel	Befürworter	Y
Einwanderungsapostel	Apostel	Befürworter	Y
Eisenbahnkönig	König	Wichtigkeit	Y
Eisenbolzen	Bolzen	Stift	N
Eisenschweine	Schwein	Fehlt	N
Eisenstahlbolzen	Bolzen	Stift	N
Eitelkeitsikone	Ikone	Verkörperung	Y
Ekelbolzen	Bolzen	hohesMaß	N
Elbenkönig	König	Monarch	N
Elbenschweine	Schwein	Tier	N
Elefantenzuchtpapst	Papst	Autorität	Y
Elektronikpapst	Papst	Autorität	Y
Elfenkönig	König	Monarch	N
Elitehengst	Hengst	Tier	N
Emotionsbolzen	Bolzen	hohesMaß	N
Empfindlichkeits­apostel	Apostel	Befürworter	Y
Endzeitapostel	Apostel	Befürworter	Y
Endzeitguru	Guru	Religion	N
Endzeit-Sektenguru	Guru	Religion	N
Energiebolzen	Bolzen	hohesMaß	N
Energieguru	Guru	Experte	Y
Energiepapst	Papst	Autorität	Y
Energiesparschwein	Schwein	Tier	N
Engelpapst	Papst	Kirche	N
Engelspapst	Papst	Kirche	N
Engelspapsts	Papst	Kirche	N
Entertainmentikone	Ikone	Verkörperung	Y
Enthüllungsguru	Guru	Experte	Y
Entschleunigungsapostel	Apostel	Befürworter	Y
Entwicklerikone	Ikone	Verkörperung	Y
Entwicklungsdreck	Dreck	niedrigeQualität	Y
Erbgesundheitsapostel	Apostel	Befürworter	Y
Erbsenschwein	Schwein	Tier	N
Erdbeerikone	Ikone	Verkörperung	Y
Erfolgshengst	Hengst	Mann	Y
Erklärungsikone	Ikone	Verkörperung	Y
Erlenkönig	König	Monarch	N
Erlösergott	Gott	Religion	N
Ernährungsapostel	Apostel	Befürworter	Y
Ernährungsguru	Guru	Experte	Y
Ernährungspapst	Papst	Autorität	Y
Erotikikone	Ikone	Verkörperung	Y
Erotikpapst	Papst	Autorität	Y
Ersatzapostel	Apostel	Religion	N
Ersatzbolzen	Bolzen	Stift	N
Ersatzhengst	Hengst	Tier	N
Ersatzikone	Ikone	Verkörperung	Y
Ersatzkönig	König	Monarch	N
Erstapostel	Apostel	Religion	N
Erziehungsdreck	Dreck	niedrigeQualität	Y
Erziehungsguru	Guru	Experte	Y
Erziehungspapst	Papst	Autorität	Y
Eselhengst	Hengst	Tier	N
Eselsgott	Gott	Religion	N
Esoterikguru	Guru	Experte	Y
Etappenhengst	Hengst	Mann	Y
Ethikapostel	Apostel	Befürworter	Y
Eventpapst	Papst	Autorität	Y
Ewenkengott	Gott	Religion	N
Ewigkeitsgott	Gott	Religion	N
Exodusgott	Gott	Religion	N
Explosivbolzen	Bolzen	Stift	N
Exzenterbolzen	Bolzen	Stift	N
Facebook-dreck	Dreck	niedrigeQualität	Y
Fahrradlenkerbolzen	Bolzen	Stift	N
Falkengott	Gott	Religion	N
Familiendreck	Dreck	niedrigeQualität	Y
Familienikone	Ikone	Religion	N
Fangbolzen	Bolzen	Stift	N
Faschodreck	Dreck	niedrigeQualität	Y
Faschoschweine	Schwein	Schimpfwort	Y
Fashionikone	Ikone	Verkörperung	Y
Fastpapst	Papst	Kirche	N
Federbolzen	Bolzen	Stift	N
Federkönig	König	Monarch	N
feel-good-guru	Guru	Experte	Y
Feenkönig	König	Monarch	N
Fernsehgott	Gott	Experte	Y
Fernsehguru	Guru	Experte	Y
Festikone	Ikone	Religion	N
Festmachbolzen	Bolzen	Stift	N
Fetenguru	Guru	Experte	Y
Feuergott	Gott	Religion	N
Feuerkönig	König	Monarch	N
Fickschweine	Schwein	Schimpfwort	Y
Filmgott	Gott	Experte	Y
Filmguru	Guru	Experte	Y
Filmikone	Ikone	Verkörperung	Y
Filmlizenzdreck	Dreck	niedrigeQualität	Y
Filmpapst	Papst	Autorität	Y
Finanzguru	Guru	Experte	Y
Finanzierungsguru	Guru	Experte	Y
Firmenikone	Ikone	Verkörperung	Y
Fischdreck	Dreck	Schmutz	N
Fischerkönig	König	Wichtigkeit	Y
Fischkönig	König	Monarch	N
Fischpapst	Papst	Autorität	Y
Fitnessapostel	Apostel	Befürworter	Y
Fitnessgott	Gott	Experte	Y
Fitnessguru	Guru	Experte	Y
Fitnesspapst	Papst	Autorität	Y
Fjordhengst	Hengst	Tier	N
Flankengott	Gott	Experte	Y
Fleischkönig	König	Wichtigkeit	Y
Fleißapostel	Apostel	Befürworter	Y
Flexibilitätsapostel	Apostel	Befürworter	Y
Fliegendreck	Dreck	Schimpfwort	N
Fliegengott	Gott	Religion	N
Fliegergott	Gott	Experte	Y
Fliegerinnenikone	Ikone	Verkörperung	Y
Flirtgott	Gott	Experte	Y
Fluggott	Gott	Experte	Y
Flugzeugikone	Ikone	Verkörperung	Y
Flussdreck	Dreck	Schmutz	N
Flusskönig	König	Monarch	N
Flußkönig	König	Monarch	N
Fohlenhengst	Hengst	Tier	N
Folgedreck	Dreck	Schmutz	N
Folksongikone	Ikone	Verkörperung	Y
forengott	Gott	Experte	Y
Fortschrittsapostel	Apostel	Befürworter	Y
Forumsgott	Gott	Experte	Y
Fotografieikone	Ikone	Verkörperung	Y
Frankenapostel	Apostel	Religion	N
Frankenkönig	König	Monarch	N
Frankenschweins	Schwein	Schimpfwort	Y
Franzosenhengst	Hengst	Tier	N
Frauenikone	Ikone	Verkörperung	Y
Freihandelsapostel	Apostel	Befürworter	Y
Freihandelspapst	Papst	Autorität	Y
Freiheitsapostel	Apostel	Befürworter	Y
Freiheitsikone	Ikone	Verkörperung	Y
Freistoßgott	Gott	Experte	Y
Freizeitpapst	Papst	Autorität	Y
Fresspapst	Papst	Autorität	Y
Freudengott	Gott	Religion	N
Friedenapostel	Apostel	Befürworter	Y
Friedensapostel	Apostel	Befürworter	Y
Friedenskönig	König	Monarch	N
Friedenspapst	Papst	Kirche	N
Friedhofsgott	Gott	Religion	N
Friesenapostel	Apostel	Religion	N
Friesenhengst	Hengst	Tier	N
Friesenpapst	Papst	Autorität	Y
Frisurenikone	Ikone	Verkörperung	Y
Frontikone	Ikone	Verkörperung	Y
Froschkönig	König	Monarch	N
Fructosegott	Gott	Experte	Y
Frustbolzen	Bolzen	hohesMaß	N
Fuchsgott	Gott	Religion	N
Fuchshengst	Hengst	Tier	N
Führerschwein	Schwein	Schimpfwort	Y
Führungsbolzen	Bolzen	Stift	N
Fundamentbolzen	Bolzen	Stift	N
Furchtikone	Ikone	Verkörperung	Y
Fußballapostel	Apostel	Befürworter	Y
Fußballguru	Guru	Experte	Y
Fussballikone	Ikone	Verkörperung	Y
Fußbodendreck	Dreck	Schmutz	N
Fussekguru	Guru	Experte	Y
GaLaguru	Guru	UNV	N
Gameguru	Guru	Experte	Y
Gangsterkönig	König	Wichtigkeit	Y
Gänsedreck	Dreck	Kot	N
Gartengott	Gott	Religion	N
Gastroguru	Guru	Experte	Y
Gebetsapostel	Apostel	Religion	N
Geborgenheitsapostel	Apostel	Befürworter	Y
Gebotsgott	Gott	Religion	N
Gebührenpapst	Papst	Autorität	Y
Gedankendreck	Dreck	niedrigeQualität	Y
Gefälligkeitsapostel	Apostel	Befürworter	Y
Gefühlsdreck	Dreck	niedrigeQualität	Y
Gegenikone	Ikone	Religion	N
Gegenkönig	König	Monarch	N
Gegenkulturikone	Ikone	Verkörperung	Y
Gegenpapste	Papst	Kirche	N
Gegenpapst	Papst	Kirche	N
Geheimpapst	Papst	Kirche	N
Geissdreck	Dreck	Kot	N
Geisterhengst	Hengst	Tier	N
Geisterkönig	König	Monarch	N
Geistesapostel	Apostel	Befürworter	Y
Gelddreck	Dreck	niedrigeQualität	Y
geld-gott	Gott	Experte	Y
Geldgott	Gott	Experte	Y
Geldguru	Guru	Experte	Y
Geldschwein	Schwein	Tier	N
Gelenkbolzen	Bolzen	Stift	N
Gemütsikone	Ikone	Verkörperung	Y
Gemütsschwein	Schwein	Schimpfwort	Y
Genieapostel	Apostel	Befürworter	Y
Genmaisdreck	Dreck	niedrigeQualität	Y
Genrekönig	König	Wichtigkeit	Y
Georgsikone	Ikone	Religion	N
Gerechtigkeitsapostel	Apostel	Befürworter	Y
Gerichtsdreck	Dreck	niedrigeQualität	Y
Germanenapostel	Apostel	Religion	N
Gesangsikone	Ikone	Verkörperung	Y
Geschmacksikone	Ikone	Verkörperung	Y
Geschmackspapst	Papst	Autorität	Y
Geschoßbolzen	Bolzen	Projektil	N
Gesellschaftshengst	Hengst	Mann	Y
Gesellschaftsikone	Ikone	Verkörperung	Y
Gesetzeshengst	Hengst	Mann	Y
Gestammeldreck	Dreck	niedrigeQualität	Y
Gestütshengst	Hengst	Tier	N
Gesundheitsapostel	Apostel	Befürworter	Y
Gesundheitsguru	Guru	Experte	Y
Gesundheitspapst	Papst	Autorität	Y
Gesunheitsapostel	Apostel	Befürworter	Y
Gewaltapostel	Apostel	Befürworter	Y
Gewaltfreiheitsapostel	Apostel	Befürworter	Y
Gewerbedreck	Dreck	Schmutz	N
Gewindebolzen	Bolzen	Stift	N
Gewißheitsapostel	Apostel	Befürworter	Y
Gewittergott	Gott	Religion	N
Gewohnheitsdreck	Dreck	niedrigeQualität	Y
Giftbolzen	Bolzen	Projektil	N
Giftgasguru	Guru	Experte	Y
Gipfelguru	Guru	Experte	Y
Giraffenhengst	Hengst	Tier	N
Gitarrendreck	Dreck	niedrigeQualität	Y
Gitarrenguru	Guru	Experte	Y
Gitarrenikone	Ikone	Verkörperung	Y
Glaspapst	Papst	Autorität	Y
Glatteisgott	Gott	Religion	N
Glatzengott	Gott	Experte	Y
Glaubensapostel	Apostel	Religion	N
Glaubenspapst	Papst	Kirche	N
Glaubwürdigkeitsikone	Ikone	Verkörperung	Y
Gleichberechtigungsapostel	Apostel	Befürworter	Y
Gleichheitsapostel	Apostel	Befürworter	Y
Gleitlagerpapst	Papst	Autorität	Y
Globalisierungsapostel	Apostel	Befürworter	Y
Glockenpapst	Papst	Autorität	Y
Glocknerkönig	König	Wichtigkeit	Y
Glücksschweine	Schwein	Tier	N
Goblinkönig	König	Monarch	N
Goldguru	Guru	Experte	Y
Goldhengst	Hengst	Tier	N
Goldschwein	Schwein	Tier	N
Goldwährungsapostel	Apostel	Befürworter	Y
Golfguru	Guru	Experte	Y
Gotenkönig	König	Monarch	N
Götterdreck	Dreck	niedrigeQualität	Y
Götterkönig	König	Monarch	N
Gottesapostel	Apostel	Religion	N
Gottesikone	Ikone	Religion	N
Gottkönig	König	Monarch	N
Grafikguru	Guru	Experte	Y
Grafitbolzen	Bolzen	Stift	N
Gralskönig	König	Monarch	N
Graphikikone	Ikone	Verkörperung	Y
Grenzgott	Gott	Religion	N
Griechengott	Gott	Religion	N
Großkönig	König	Monarch	N
Großstadtapostel	Apostel	Befürworter	Y
Großstadtdreck	Dreck	Schmutz	N
Großstadthengst	Hengst	Mann	Y
Gründerapostel	Apostel	Religion	N
Gründerhengst	Hengst	Tier	N
Grüntrinkerguru	Guru	Experte	Y
Gruppenguru	Guru	Religion	N
Gruselhengst	Hengst	Mann	Y
Gruselikone	Ikone	Verkörperung	Y
grüßgott	Gott	Religion	N
Gummibolzen	Bolzen	Stift	N
Gummidreck	Dreck	Schmutz	N
Gurkenkönig	König	Monarch	N
Gurkenpapst	Papst	Autorität	Y
guruguru	Guru	Experte	N
Gutmenschendreck	Dreck	niedrigeQualität	Y
Hackerikone	Ikone	Verkörperung	Y
Hafihengst	Hengst	Tier	N
Haflingerhengst	Hengst	Tier	N
Hahnenkönig	König	Monarch	N
Halbjahresikone	Ikone	Verkörperung	Y
Hallengott	Gott	Experte	Y
Haltbolzen	Bolzen	Stift	N
Haltebolzen	Bolzen	Stift	N
Halterungsbolzen	Bolzen	Stift	N
Hamsterdreck	Dreck	Kot	N
Handballikone	Ikone	Verkörperung	Y
Hangagott	Gott	Religion	N
Hängebauchschweins	Schwein	Tier	N
Hängebauschweine	Schwein	Tier	N
Hannoveranerhengst	Hengst	Tier	N
Haptagott	Gott	Religion	N
Hasenkönig	König	Monarch	N
Hassapostel	Apostel	Befürworter	Y
Hassbolzen	Bolzen	hohesMaß	N
Hastgott	Gott	Religion	N
Hauptapostel	Apostel	Religion	N
Hauptbolzen	Bolzen	Stift	N
Hauptikone	Ikone	Religion	N
Hauptprämienhengst	Hengst	Tier	N
Hauptprämiensiegerhengst	Hengst	Tier	N
Hauptschwein	Schwein	Tier	N
Hausfrauenikone	Ikone	Verkörperung	Y
Hausschwein	Schwein	Tier	N
Heavy-Metal-Gitarrengott	Gott	Experte	Y
Heerkönig	König	Monarch	N
Heidenapostel	Apostel	Religion	N
Heidenkönig	König	Monarch	N
Heilsapostel	Apostel	Befürworter	Y
Heilsguru	Guru	Religion	N
Heilskönig	König	Monarch	N
Heimwerkerkönig	König	Wichtigkeit	Y
Heizungsguru	Guru	Experte	Y
Heldengott	Gott	Religion	N
Herdgott	Gott	Religion	N
Herumbolzen	Bolzen	Fehlt	N
Herzkönig	König	Spiel	N
Hethiterkönig	König	Monarch	N
Hetzapostel	Apostel	Befürworter	Y
Hexenkönig	König	Monarch	N
Himmelfahrtsikone	Ikone	Religion	N
Himmelsgott	Gott	Religion	N
Himmelskönig	König	Monarch	N
Hirnbolzen	Bolzen	hohesMaß	N
hirtengott	Gott	Religion	N
Hirtenkönig	König	Monarch	N
Hitlergott	Gott	Religion	N
Hitparadendreck	Dreck	niedrigeQualität	Y
Hochkönig	König	Monarch	N
Hochleistungsschweine	Schwein	Tier	N
Hockeygott	Gott	Experte	Y
Höhenbolzen	Bolzen	Stift	N
Hohlbolzen	Bolzen	Stift	N
Höllenhengst	Hengst	Tier	N
Höllenkönig	König	Mann	N
Hollywoodikone	Ikone	Verkörperung	Y
Holsteinerhengst	Hengst	Tier	N
Holzbolzen	Bolzen	Stift	N
Holzikone	Ikone	Religion	N
Holzschwein	Schwein	Tier	N
Hormonbolzen	Bolzen	hohesMaß	N
Hormonpapst	Papst	Autorität	Y
Horrorikone	Ikone	Verkörperung	Y
Horrorpapst	Papst	Autorität	Y
Hörspielpapst	Papst	Autorität	Y
Hostapapst	Papst	Autorität	Y
Hotelikone	Ikone	Verkörperung	Y
